Date,Close,High,Low,Open,Volume,Ticker,Returns,Ma_7,Ma_30,Volatility,Lag_1
2016-03-02,-0.6592651878467077,73.82298276,70.67358396,71.48260645,7180521,NTPC_NS,-0.3870718172936081,-0.8077203060192352,-1.3293697958320216,2.073168833286507,207.2822571
2016-03-03,-0.5810516399320999,231.1466972,223.9605663,225.2831681,662200,NESTLEIND_NS,-0.3371414789110261,-1.2380675185199972,-1.322216752613458,-0.6328381457461318,325.6671448
2016-03-03,-0.533336230102788,328.3390282,322.7489078,327.8273993,2015842,HCLTECH_NS,-0.3701426835478275,-1.1441771572567978,-1.3304548529443232,-0.6167948651204468,688.3202515
2016-03-03,-0.3523941995184257,690.6581831,646.893292,655.1330873,5552958,LT_NS,0.1534059760923132,-1.1508052843238108,-1.3366762714143097,-0.6069983016137667,164.9486084
2016-03-03,-0.6135250876956153,166.6184083,161.1125942,166.0768479,33507048,SBIN_NS,-0.3670536147901185,-0.8056700629738021,-1.3606808502108083,5.024110892780917,333.2544556
2016-03-03,-0.5295506195635066,334.8783268,326.3620333,331.7749373,2371409,TECHM_NS,-0.1822806860388523,-0.8269717553184893,-1.3575837955085066,5.029741150589679,185.0680542
2016-03-03,-0.6034866975370125,187.0205954,181.8420844,185.5774028,22903720,ICICIBANK_NS,-0.2799961518987683,-0.7515806711928976,-1.201755584018856,5.037480144390421,166.7010803
2016-03-03,-0.6126507098996729,172.7413991,164.7556355,171.4975098,475900,BAJAJFINSV_NS,-0.408027418766368,-0.6648677420040655,-1.2074821319089912,5.013851283334413,811.5529175
2016-03-03,-0.29090853068391,826.5347237,803.7162804,806.1594898,1061326,ASIANPAINT_NS,-0.0336003983420249,-0.6569849014101841,-1.1821434607883627,5.009784303925725,284.6151733
2016-03-03,0.7141541115785878,2889.058114,2818.127512,2879.459915,376438,ULTRACEMCO_NS,11.675547637085003,-0.4789659498657717,-1.2303667601240718,5.034782367424432,33.01443481
2016-03-03,-0.6793522840764049,33.54266358,32.40696914,33.2785492,7706783,ADANIENT_NS,-0.431256108656099,-0.9255338958592774,-1.3713498357144214,1.1448581547947765,800.1967163
2016-03-03,-0.2965745902512761,802.9071781,783.382342,790.0897423,2447143,SUNPHARMA_NS,-0.28029020053587,-0.8777572263559192,-1.3616804687846835,1.1278673090267315,722.1333008
2016-03-03,-0.3355235270009217,728.2580791,719.4536713,727.7476983,746384,HINDUNILVR_NS,0.0370378820194361,-0.969248674424583,-1.380546313794711,1.1086862437137013,215.5242462
2016-03-03,-0.588290894378194,217.371594,206.1927511,209.2243125,3290989,ADANIPORTS_NS,-0.3621707062163655,-1.0740488520907712,-1.4086811940327424,1.140717841531024,407.0570374
2016-03-03,-0.4927275818821903,408.8622825,397.2502093,401.3973804,14677533,AXISBANK_NS,-0.4049451451120357,-1.0367913670070523,-1.4114149618114329,1.137973341489818,1791.689331
2016-03-03,-0.5538186882576166,285.9383629,276.5906175,280.3467993,3265002,BHARTIARTL_NS,-0.4228425244419737,-0.7222935819296092,-1.2179391556331336,5.0392641646348935,2825.949951
2016-03-03,-0.6658449703071293,62.04460196,59.81641847,61.76390375,6545100,BAJFINANCE_NS,-0.4112444651706921,-1.2725064762161578,-1.4478665241060955,-0.5966934697969255,328.9240417
2016-03-03,0.1981204328955273,1801.200077,1784.607248,1801.107402,450450,EICHERMOT_NS,3.782437647061293,-1.0062513971733311,-1.3948412853661891,1.1021979077465462,60.08647156
2016-03-03,-0.6497791517068598,93.26418223,91.01951783,91.85276913,6511139,WIPRO_NS,-0.1662926498423628,-0.9020838120295992,-1.36596133473534,2.0875828279603708,48.22414017
2016-03-03,0.9480794785882906,3329.809598,3266.810732,3310.453469,742263,MARUTI_NS,4.614971460170281,-0.9026735084373454,-1.213695889917629,1.5536116604805288,92.28639221
2016-03-03,-0.6574170455131565,78.40294072,75.63142173,76.70489696,16866745,ONGC_NS,-0.4337882847682767,-0.9263920357215956,-1.359611324456542,1.5542101210618764,3294.794922
2016-03-03,-0.2274982714268837,945.7031255,910.1057682,923.9491849,2648284,TCS_NS,1.2883909701303289,-0.8122264174368433,-1.3192676965621366,1.5547234674019283,76.97814178
2016-03-03,-0.6306234715002682,131.444192,129.1491372,130.7487232,4612120,KOTAKBANK_NS,-0.4173935783859994,-0.8245945202365063,-1.3292691562041965,1.5667361154427566,938.6429443
2016-03-03,-0.5863230304169638,220.5842574,216.1422331,218.8507775,15880459,RELIANCE_NS,-0.1994411245254875,-0.8009904252430333,-1.3209762607263953,1.547052533813046,130.6791687
2016-03-03,-0.6717635583173149,48.66852025,47.6553327,48.52631477,7057560,POWERGRID_NS,-0.3439636956473233,-0.9046972403430198,-1.3285691003547293,2.1073272808168264,73.27400208
2016-03-03,-0.3983519539190365,598.6124707,572.6183765,572.6183765,4450185,DRREDDY_NS,0.1544970405375034,-0.7043890059994132,-1.3140685199344064,1.5227041484332668,142.6117249
2016-03-03,-0.4731565779316434,455.270436,440.4427161,445.786042,5814304,INFY_NS,-0.3311716937853773,-1.1643012442486969,-1.320248342918025,-0.0779981239481672,596.2094116
2016-03-03,-0.6593805128377487,74.45864346,72.78282011,73.96745158,4161891,NTPC_NS,-0.4139339726436754,-1.1649366226208118,-1.4105357980686348,-0.080689012668256,446.2822266
2016-03-03,-0.5793044983602355,234.4892877,232.1903731,232.3627917,4610400,HDFCBANK_NS,0.0153371859876595,-1.278781179629265,-1.44646228229947,-0.5954159622410757,73.04286194
2016-03-03,-0.5317112349556282,331.1832074,319.5990169,320.1277447,1501530,TITAN_NS,-0.2377878817183356,-1.2467731624594234,-1.446202488529853,-0.6173625554767255,233.5352325
2016-03-03,-0.6246698455447732,145.6822553,141.984166,144.7857472,10227569,ITC_NS,-0.3451422972029144,-0.785750891493993,-1.3281226078288244,1.5471855828125076,219.468338
2016-03-04,0.923685152356068,3304.244928,3219.333411,3304.244928,610234,MARUTI_NS,8.881476050744512,-0.7860260897238545,-1.2583944924327948,3.591836446836419,49.29064178
2016-03-04,-0.6109806825511551,171.3570017,161.1125827,165.5352755,38860711,SBIN_NS,-0.4296810377451589,-0.7854101531512026,-1.287407927378299,3.643259656418464,3245.902588
2016-03-04,-0.629830311457197,133.1034227,128.1655697,130.7487578,3582405,KOTAKBANK_NS,-0.3270257119229737,-0.786866579492503,-1.3225091872025758,3.644130080365319,170.048233
2016-03-04,-0.6567353619945633,79.78871833,77.6808025,78.03211734,22523046,ONGC_NS,-0.3532780600376074,-0.8044405216207838,-1.320126985164011,3.652776552029112,132.2688599
2016-03-04,-0.4728995101304859,452.2743544,442.3891925,448.6866835,4281680,INFY_NS,0.3699194417637094,-0.8594075893414255,-1.4451573295799518,3.642522530140294,78.34440613
2016-03-04,-0.5870203629046856,219.9341958,217.4423293,219.7175035,8987660,RELIANCE_NS,-0.3680282955914206,-0.8753173292865554,-1.4486544056516564,3.641433504793996,446.7974548
2016-03-04,-0.6594814336243918,73.76518621,71.65596016,73.67850561,7395987,NTPC_NS,-0.3898277897780363,-0.8715150256943403,-1.4874755643207007,3.639122439614765,218.0707092
2016-03-04,-0.2305769035272064,941.352137,929.3083864,941.352137,1512966,TCS_NS,-0.22017238889397,-0.907398377312322,-1.3486871694592373,0.7599362119807039,608.2901001
2016-03-04,-0.392324418878904,613.9470792,598.4254421,601.0341825,2963165,DRREDDY_NS,-0.3888774421698928,-1.0365968504493992,-1.3801775638303972,0.7692589773396703,1785.209839
2016-03-04,-0.5334859820625342,332.04833,323.011699,328.6836248,893896,TITAN_NS,-0.387718416424421,-0.8675148562551843,-1.3402567862305168,0.7635533740556983,932.4725952
2016-03-04,-0.5333315860718914,333.4349498,324.7382246,331.9915085,2756908,TECHM_NS,-0.2954526939937258,-0.8870706866753033,-1.3593146142382602,0.7807308273958193,325.3670044
2016-03-04,-0.3355872344152897,728.0879219,715.7957393,721.7929479,1331537,HINDUNILVR_NS,-0.1233814066148754,-0.8057068820046498,-1.33848604795739,0.763798540417021,325.6764526
2016-03-04,-0.4932631259390607,408.0328696,399.3482108,408.0328696,8992492,AXISBANK_NS,-0.3575249594765629,-0.7519186083573042,-1.3292394326911727,0.7607252606591626,722.0056152
2016-03-04,0.1948875571308507,1798.326521,1770.610023,1798.326521,232010,EICHERMOT_NS,3.0310254108671284,-1.1073540558913793,-1.402418928454066,0.7736808957106098,72.84059143
2016-03-04,-0.6712314383289028,49.46839378,48.15302709,48.49075781,29228314,POWERGRID_NS,-0.415064160851784,-1.3047095858154685,-1.4176483647217828,-0.5201858688167821,316.6092834
2016-03-04,-0.2975555987446401,820.6340784,791.4080803,817.4072282,1039977,ASIANPAINT_NS,0.0443537044085589,-0.7593423401802171,-1.3086607582826015,2.205654003391265,234.6157379
2016-03-04,-0.30303845389261,803.5045701,783.3824778,801.2075301,1525260,SUNPHARMA_NS,0.1580231272223869,-1.311423289792882,-1.3213277537381038,-0.5232331815604309,187.1903839
2016-03-04,-0.5378555567104696,326.3493396,314.6953592,326.0082613,3554776,HCLTECH_NS,-0.3801836933880766,-1.297925493233571,-1.3988468563122698,-0.5257135060024248,787.2415161
2016-03-04,-0.3563488387022662,697.9286273,676.8587369,692.8250939,3438969,LT_NS,-0.0185440232139578,-1.1551281878513726,-1.2889946552236635,-0.6264893443538089,230.0335236
2016-03-04,-0.6652323576898732,61.82198027,59.56669463,60.9702005,4627500,BAJFINANCE_NS,-0.4243423603525869,-1.1751090943537144,-1.2906223151971068,-0.6051010189647292,680.394165
2016-03-04,0.6962674403260346,2844.714483,2778.966815,2830.509101,184854,ULTRACEMCO_NS,6.002171599685319,-0.7784341542381022,-1.3171452500470762,2.2033448969986384,61.31430054
2016-03-04,-0.5555863398433268,287.3895565,279.2369469,283.4199596,2167900,BHARTIARTL_NS,-0.4228390884319105,-0.7596851652268366,-1.3064195945508348,2.2087572146881214,2790.100586
2016-03-04,-0.5787653913251066,235.6157742,228.3052142,233.443297,5704624,HDFCBANK_NS,-0.2814445490917573,-0.8510817090480425,-1.3390761420342767,2.2326585154715275,213.2979736
2016-03-04,-0.5894016701510638,216.8032151,210.5032662,216.8032151,4768604,ADANIPORTS_NS,-0.3297085899359937,-0.8363808244738753,-1.3445382656540292,2.240081942424368,281.0723572
2016-03-04,-0.5795668954360673,234.7639658,227.7519608,230.0444754,525820,NESTLEIND_NS,-0.3957874336469126,-0.8315757426605026,-1.3039101410542513,2.2344619321414134,798.2305298
2016-03-04,-0.6502670103657223,92.78804571,90.99401222,92.66050789,8533469,WIPRO_NS,-0.381642463725807,-0.82673295363017,-1.3304439266348402,2.2305438771157275,233.0093231
2016-03-04,-0.6791677949222189,34.1501331,33.01443854,33.27855295,9013442,ADANIENT_NS,-0.3853566458100932,-1.2718240380478425,-1.3521427386706388,-0.676171028960225,91.30860138
2016-03-04,-0.6128840701820528,169.6664993,165.412404,169.034609,255700,BAJAJFINSV_NS,0.2675265517723003,-1.2903655936788003,-1.3472453472360482,-0.5476107185777488,33.38419724
2016-03-04,-0.6253296144594372,144.2254389,141.0876657,143.4409983,11818471,ITC_NS,-0.316820989468091,-1.3019918827859174,-1.3520930946439382,-0.5488566795405408,166.2333679
2016-03-04,-0.6024277830030054,190.5012356,185.9594319,188.2515578,24493722,ICICIBANK_NS,-0.2496155409640865,-1.3096490369011606,-1.359541548695694,-0.5504853983454556,141.2893829
2016-03-08,-0.6654327793955425,62.26432922,60.72918275,61.36511351,5294900,BAJFINANCE_NS,-0.4323986072047113,-0.939733639531478,-1.322179466657328,0.7848460351217073,1835.595581
2016-03-08,-0.3022133031335144,800.2886645,782.1420501,789.997915,2297582,SUNPHARMA_NS,-0.2722269436958028,-1.1963878724292822,-1.3866615091070162,-0.6753287742077975,677.1154785
2016-03-08,-0.6590489382671032,73.96746221,71.94491614,72.81172235,4202145,NTPC_NS,-0.4238732181148038,-1.2112068379231284,-1.3869051941713624,-0.6485277740305444,788.8953247
2016-03-08,0.2200270038956666,1853.481557,1775.152379,1779.787241,1035450,EICHERMOT_NS,3.086971942844799,-0.922740920090446,-1.3139204198366603,0.7494074623400987,73.70742035
2016-03-08,-0.3579847055458123,691.1145147,668.9897509,684.8420406,3022782,LT_NS,-0.0065242798375444,-1.3028892437939537,-1.421168852868164,-0.6515321711282482,222.5343933
2016-03-08,-0.5879363850016665,219.5031586,210.5979865,212.2084945,3066086,ADANIPORTS_NS,0.0652443085854336,-0.95051225243621,-1.314643748045328,0.7719610520284962,60.91260529
2016-03-08,-0.3451369779046433,721.3675976,700.9515335,721.3675976,1342346,HINDUNILVR_NS,-0.1151872815031991,-0.8003744067632589,-1.330415578310694,-0.0395822283885482,308.9725952
2016-03-08,-0.4953566536502721,412.8143046,398.909083,405.544575,6921273,AXISBANK_NS,-0.4170144198442218,-0.5737351942308315,-1.2705124666692278,0.8699819387089379,2831.46875
2016-03-08,-0.5787849268099393,239.3467693,232.6058939,233.6595727,1070940,NESTLEIND_NS,-0.3544779920040231,-0.6632338203723075,-1.3071886271081743,0.8798091290018578,401.7877197
2016-03-08,-0.6498852190265244,92.42241146,90.84094139,91.43611777,8277325,WIPRO_NS,-0.3815513447873843,-0.660268439211811,-1.3194487612935253,0.8741675908612612,234.5765839
2016-03-08,-0.5794994880346004,235.4088497,232.0754236,235.4088497,1913688,HDFCBANK_NS,-0.0787775561254102,-0.918995352841932,-1.324311548094216,-0.0203984408935295,92.07380676
2016-03-08,-0.5416658035946654,315.3017533,306.7744507,313.8047333,6490012,HCLTECH_NS,-0.2495633341413283,-0.8789443376704579,-1.3460174542218133,-0.0403122251200234,233.1444244
2016-03-08,-0.5847932537195731,223.379451,218.3090471,218.3090471,13222993,RELIANCE_NS,-0.3258189258910853,-1.2818606949744564,-1.4478164899776675,-0.5913376724754571,282.9931946
2016-03-08,0.7169076594704937,2836.26785,2792.404126,2801.714333,365340,ULTRACEMCO_NS,1.4158591191230068,-0.5292816076253186,-1.2596602561508343,0.824631977222062,216.2347717
2016-03-08,-0.5546279578161024,285.1273817,278.9382362,281.2858391,2393678,BHARTIARTL_NS,-0.1960865761290587,-1.2880675251600169,-1.2889310182463232,-0.5993249255616838,166.1587219
2016-03-08,-0.6789437741522935,34.07089422,32.88237401,33.54266178,11091171,ADANIENT_NS,-0.4263126277872431,-0.762849853462186,-1.330381089746811,0.6154661062387342,444.049408
2016-03-08,-0.6713999454317983,49.66391936,48.38410402,49.59281664,20131612,POWERGRID_NS,-0.395235804603464,-1.1975178384102312,-1.2933061161707635,0.9592460835465696,165.4901733
2016-03-08,-0.5319990297084557,330.702535,323.204059,324.9344675,2006420,TITAN_NS,-0.3226477487213154,-0.9871392359040264,-1.3477403693604113,-0.7606577920656217,405.9836731
2016-03-08,-0.5341958078505464,331.6667341,321.1657069,328.3829138,2050957,TECHM_NS,-0.2974847833896674,-1.0330488423667636,-1.3339385118386768,-0.7713902838697345,328.347229
2016-03-08,-0.6242001710574407,145.2340191,141.6479967,141.6479967,13109801,ITC_NS,-0.3743867663051685,-1.160425401078696,-1.4730211254814105,-0.771418930248502,323.9443359
2016-03-08,0.8815698183172879,3285.938547,3150.491123,3243.939304,1100041,MARUTI_NS,2.679340165834642,-0.7025130948050426,-1.321647905141453,0.5857766488509759,143.5530701
2016-03-08,-0.3954222058229659,611.5159351,596.1812619,609.6458558,1503355,DRREDDY_NS,-0.4101454819567584,-0.6578855950629086,-1.3012163772045409,0.5962576146858682,3161.49292
