Date,Close,High,Low,Open,Volume
3/2/2016,48.13525009,49.13065926,47.65531878,47.99304465,13550709
3/3/2016,48.22414017,48.66852025,47.6553327,48.52631477,7057560
3/4/2016,49.29064178,49.46839378,48.15302709,48.49075781,29228314
3/8/2016,48.95291138,49.66391936,48.38410402,49.59281664,20131612
3/9/2016,49.68169403,49.84167276,48.56185739,48.66851148,7284193
3/10/2016,49.6461525,50.09053254,49.09511834,49.80612642,3713460
3/11/2016,49.13066101,49.91277169,48.93513575,49.6461437,4685588
3/14/2016,49.27286148,49.41506211,48.95290887,49.27286148,4423191
3/15/2016,49.39728928,49.77056652,49.11288802,49.11288802,11655129
3/16/2016,49.32619476,49.77057481,48.88181472,49.55727624,6170234
3/17/2016,49.05955505,49.85943895,48.66850456,49.50393499,7509036
3/18/2016,48.65072632,49.45061021,48.52629897,49.23730687,9195901
3/21/2016,49.05955505,49.21953376,48.43742314,48.54407722,4674151
3/22/2016,49.13066101,49.53948962,48.8818063,49.05955829,6628643
3/23/2016,48.86404037,49.46839915,48.68628836,48.81071573,11545428
3/28/2016,49.45061493,49.77056755,48.5263036,49.02401304,8691695
3/29/2016,49.11290359,50.1260864,48.89960018,49.7705823,11478000
3/30/2016,49.68169403,49.8949974,49.18398939,49.37951949,5797932
3/31/2016,49.45061493,49.93054627,49.23731157,49.23731157,15715729
4/1/2016,49.16620636,49.77056015,49.09510364,49.69946226,3935188
4/4/2016,49.27286148,49.80611744,49.16621222,49.32618611,5649881
4/5/2016,49.43284607,50.0549781,49.3084187,49.69947408,7744995
4/6/2016,49.66391754,50.23272487,49.53949018,49.71724217,10418272
4/7/2016,49.84165955,50.09051421,49.62835624,50.00163823,12408704
4/8/2016,50.09051514,50.17939112,49.85943373,49.85943373,4133630
4/11/2016,50.57046509,50.81931503,49.96610628,50.00165765,12360599
4/12/2016,50.89040756,51.63696687,50.48157413,50.48157413,8901453
4/13/2016,51.54808807,51.6725106,51.15703276,51.31700664,10239725
4/18/2016,51.88581467,52.17022073,50.74820488,51.5480888,7347390
4/20/2016,52.61460876,53.29006543,51.60142136,51.79694664,7716065
4/21/2016,51.95692825,53.16564101,51.58364612,52.73903424,6315086
4/22/2016,51.92136002,52.36573992,51.29922816,52.010236,4320738
4/25/2016,51.12149429,51.93915167,50.67711424,51.93915167,3605005
4/26/2016,51.60142136,51.99247674,50.85486196,51.35256662,8964411
4/27/2016,51.31702042,51.90360596,51.06817047,51.65475119,3177289
4/28/2016,50.42824936,51.70806463,50.25049737,51.26368466,9408511
4/29/2016,50.97928619,51.1392601,49.94832075,50.57045757,4383214
5/2/2016,50.78375626,51.19258971,50.33937626,50.83708571,3383764
5/3/2016,51.61920166,52.18800913,50.83709561,50.83709561,4572397
5/4/2016,50.74821854,51.58364921,50.48158567,51.47699992,4435593
5/5/2016,50.92596436,51.29924164,50.51713088,50.83708835,2770226
5/6/2016,50.64154434,50.9614969,49.94830978,50.89039901,3714029
5/9/2016,51.01483917,51.24591581,50.3571558,50.65933517,5027038
5/10/2016,50.42824936,51.10371077,50.12607002,50.89040742,7758595
5/11/2016,50.28604889,50.55267687,49.59281421,50.05497227,4574270
5/12/2016,51.1570549,51.31702886,50.19719188,50.44604668,4877581
5/13/2016,51.45921326,51.61918715,50.62377798,50.94373058,6719824
5/16/2016,51.35256958,51.86805236,50.83709162,51.5303216,4500368
5/17/2016,51.51254272,51.90359809,50.69488064,51.90359809,4754541
5/18/2016,50.85485458,51.51253788,50.73042723,51.19258528,2573082
5/19/2016,51.33478928,51.76139117,50.94373393,50.94373393,6035130
5/20/2016,51.47699356,51.60142093,51.08593818,51.40589083,3055890
5/23/2016,52.66791916,52.9345471,51.54808278,51.76138127,10093334
5/24/2016,52.15244293,53.05898093,51.97469095,52.97010494,3545037
5/25/2016,53.21895599,53.32561008,52.27687144,52.61460214,7201959
5/26/2016,53.53891373,53.82331498,52.82790096,53.32561038,11348343
5/27/2016,53.62778854,54.17881776,52.89900252,53.8233138,7635493
5/30/2016,53.94775009,54.37435203,53.0945414,53.71667344,6049447
5/31/2016,53.32561874,54.16105418,53.16564,54.0366268,4297008
6/1/2016,52.93455124,53.53890988,52.75679927,53.53890988,5018958
6/2/2016,53.39671326,53.53891872,52.65015388,52.93455998,3951078
6/3/2016,53.46782303,53.62780178,53.05899433,53.53892577,3453446
6/6/2016,53.05898666,53.57446457,52.81013193,53.39671257,2395810
6/7/2016,53.29004288,53.66332001,53.05896633,53.11229094,3771426
6/8/2016,54.23215103,54.3565784,53.07676296,53.32561771,3804592
6/9/2016,54.32102585,54.90760651,54.16105194,54.28547448,4520638
6/10/2016,54.88982391,55.15645188,54.33879471,54.35656798,8988984
6/13/2016,53.9655304,54.65876526,53.80555646,54.65876526,7199310
6/14/2016,53.52114105,54.17882443,53.43226505,53.94774779,2914984
6/15/2016,54.88982391,55.01425126,53.73443606,53.73443606,5287666
6/16/2016,54.96092987,55.56528373,53.98329394,54.88982715,5385026
6/17/2016,55.83191681,56.15186945,54.35657615,55.10313552,8985642
6/20/2016,55.6897049,55.9918842,55.19200035,55.81413224,5237563
6/21/2016,55.45863724,55.9207905,55.12090652,55.6541625,5276594
6/22/2016,55.31644058,55.70749114,54.96093656,55.4764145,4797461
6/23/2016,55.6897049,56.11631155,54.33879187,55.28087633,5027803
6/24/2016,55.38752365,55.51195099,53.53890615,54.55208847,6010853
6/27/2016,54.74762344,55.81413531,54.39211949,54.40989276,5121198
6/28/2016,55.26311493,55.45864505,54.62320958,54.94316226,5842035
6/29/2016,56.6140213,57.00507663,55.29865469,55.38753068,9838712
6/30/2016,57.98272705,58.24935509,56.63180874,56.88066351,18696297
7/1/2016,58.71150589,59.15588594,57.94717317,58.30267721,9960809
7/4/2016,58.80037689,59.47583355,58.53374888,59.262535,5753019
7/5/2016,57.32503891,58.94258031,57.16506017,58.76482829,5510329
7/7/2016,58.07159042,58.35599168,56.95174903,57.23615511,5911690
7/8/2016,58.46266174,58.80038772,57.44947416,58.12493094,7803900
7/11/2016,59.2269783,60.84451948,58.99590168,59.04922631,11133401
7/12/2016,59.2269783,60.08018689,59.03144822,59.36917893,9182267
7/13/2016,57.53834915,59.88467698,57.12951561,59.3158695,11106820
7/14/2016,58.67593765,58.87146771,57.55610121,57.78717781,7428442
7/15/2016,58.39152908,59.15586149,57.98270057,59.03143416,6629943
7/18/2016,58.01826859,58.94258002,57.80497003,58.51597808,3891623
7/19/2016,59.15587997,59.36918334,57.94716732,58.05381659,5987973
7/20/2016,59.84911346,60.4356941,59.33363074,59.3691821,7071425
7/21/2016,57.76941681,59.84911626,57.52056207,59.83133816,4189305
7/22/2016,59.13810349,59.74245737,57.89383953,58.12491616,7206087
7/25/2016,60.06241226,60.29348888,59.06699825,59.20919887,3967394
7/26/2016,60.93339539,61.50220272,59.44028157,60.1690628,8278821
7/27/2016,61.30669403,61.75107412,60.98674133,61.50221934,8851677
7/28/2016,62.63983917,63.58192408,61.20004467,61.46667274,31420184
7/29/2016,62.56872559,63.10198165,62.10657226,62.95978099,12377513
8/1/2016,62.99533463,63.95519268,62.44430045,62.56872783,11965659
8/2/2016,63.59967804,64.06183612,62.58649551,63.10197341,6487056
8/3/2016,62.53318024,63.6707952,61.75107417,63.63524383,10713465
8/4/2016,63.35082245,63.75965104,62.69313915,62.85311787,9047354
8/5/2016,62.74646759,64.41733824,62.58649369,63.63522755,8816394
8/8/2016,63.45747757,63.99073356,62.39096558,62.92422158,9540514
8/9/2016,62.60427856,63.86631601,62.39097517,63.45748732,6314021
8/10/2016,61.99990845,62.74646778,61.71550719,62.60426715,3789657
8/11/2016,61.87548828,62.76424828,61.30668092,61.89326155,5017074
8/12/2016,63.29748917,63.63521499,61.92879813,61.92879813,4369997
8/16/2016,63.10195541,65.09277818,62.65757555,63.56411337,22372774
8/17/2016,62.08879471,63.56414035,61.94659406,63.26196095,11599079
8/18/2016,64.70173645,65.12834314,62.65758864,62.92421662,20664320
8/19/2016,64.32846069,65.05724191,63.7418801,65.05724191,16563739
8/22/2016,64.68397522,64.98615461,64.25736845,64.5062232,11335483
8/23/2016,64.75505829,65.19943823,63.99072576,64.50620842,7423678
8/24/2016,64.80841064,65.05726061,64.38180382,64.80841064,5319170
8/25/2016,64.79060364,65.76823941,64.16847178,64.87947962,12995397
8/26/2016,64.27515411,65.19946085,64.0618507,64.9328328,7097916
8/29/2016,64.07962036,64.47067579,63.13753558,64.41735114,2956326
8/30/2016,65.16389465,65.34164664,63.8840794,64.31068127,5212793
8/31/2016,65.30609131,65.59049254,64.64840804,65.09278798,6435761
9/1/2016,65.51941681,65.76826676,64.79063058,65.23501066,6116318
9/2/2016,65.34165192,65.76825382,64.80839592,65.60827991,3858397
9/6/2016,66.33705139,66.72810669,65.34164228,65.67936813,9001076
9/7/2016,65.67936707,66.47925093,65.37718775,66.15929835,5024999
9/8/2016,66.81204224,67.26008424,65.10947776,65.91595337,5980354
9/9/2016,65.88010406,66.90164066,65.73672676,66.66865496,5051740
9/12/2016,64.60765839,65.73672303,64.42844162,65.44997815,4144478
9/14/2016,64.21338654,64.8944142,63.98040569,64.5001363,6680869
9/15/2016,62.65420914,64.66143336,62.38538394,64.66143336,8920122
9/16/2016,63.10225677,64.69728348,62.06279538,63.19186518,21690721
9/19/2016,63.58611298,63.87286268,62.45704849,62.97677898,4266806
9/20/2016,63.83703232,64.302994,63.44275443,63.67573527,4769662
9/21/2016,62.8334198,64.55389892,62.56459463,63.83703181,4957941
9/22/2016,63.99832153,64.62558018,63.1560018,63.47859099,4676363
9/23/2016,63.06639862,64.30299143,62.97679023,63.89079383,7599534
9/26/2016,62.97680283,63.9087312,62.67213328,62.97680283,6333433
9/27/2016,63.15602493,63.85496763,63.03057218,63.31731716,6069513
9/28/2016,63.96248627,64.19546711,63.15601075,63.15601075,4515648
9/29/2016,62.1523819,65.27075526,61.54304787,64.07000208,13380901
9/30/2016,63.28145981,63.69365741,61.48929209,62.40329568,11831869
10/3/2016,64.94816589,65.55749992,62.94093735,63.49650732,9403402
10/4/2016,64.8764801,65.48581902,64.67934362,65.05569686,7967290
10/5/2016,65.01986694,65.73673412,64.66143335,64.93025855,5347763
10/6/2016,63.76534653,65.32453355,63.62197407,64.98402457,5654229
10/7/2016,63.42483902,64.37468704,63.19185816,63.76534801,3980080
10/10/2016,63.81910706,64.15961599,63.51443759,63.51443759,4458994
10/13/2016,62.7258873,63.74742391,62.25992562,63.63989579,14897308
10/14/2016,63.69367218,63.98041714,61.84773997,63.01264926,4958871
10/17/2016,63.10225677,63.67574668,62.65421475,63.19186518,4534814
10/18/2016,63.22769165,63.72950251,62.72588565,63.35314436,7289895
10/19/2016,63.99832153,64.78687235,63.12015748,63.42482694,9020687
10/20/2016,64.0341568,64.60765136,63.74741195,64.28506219,4037879
10/21/2016,63.42483902,64.28507865,63.1201695,64.28507865,10350237
10/24/2016,63.12016678,63.92664231,62.77965294,63.29938356,2945373
10/25/2016,63.92664337,64.14170449,62.94095104,63.28146488,3002870
10/26/2016,62.90511703,63.90873412,62.65421641,63.80120112,3927291
10/27/2016,62.90511703,63.38900341,62.25993844,62.76174455,7017500
10/28/2016,63.04849625,63.44277426,61.6685305,63.01265677,4282450
11/1/2016,63.40690613,64.35675889,62.4212139,62.81549177,5277438
11/2/2016,62.76172256,63.2635285,62.52874176,63.06639202,4859666
