Date,Close,High,Low,Open,Volume
3/2/2016,722.4309082,727.3222567,706.0555241,706.0555241,1221727
3/3/2016,722.1333008,728.2580791,719.4536713,727.7476983,746384
3/4/2016,722.0056152,728.0879219,715.7957393,721.7929479,1331537
3/8/2016,702.8655396,721.3675976,700.9515335,721.3675976,1342346
3/9/2016,714.2645874,717.8799324,703.120787,703.120787,1929618
3/10/2016,712.4779663,715.4127854,705.2047552,712.0101086,1140147
3/11/2016,724.4299316,729.8317127,707.3315,716.2635274,1527676
3/14/2016,729.1513062,731.5756932,718.815652,727.3648692,825367
3/15/2016,715.2428589,728.85357,710.7768443,724.8554132,1330602
3/16/2016,718.0925903,719.5386868,706.906267,718.7305924,1511400
3/17/2016,722.7713013,727.3223619,717.1143288,721.4527221,1970969
3/18/2016,721.6653442,724.7703082,712.860937,723.0689695,1848223
3/21/2016,748.2913818,751.1411036,720.6020505,720.6020505,1587554
3/22/2016,740.2099609,749.1419892,733.6172734,745.228879,2024654
3/23/2016,743.1447754,746.3347857,732.04355,740.0823863,1373555
3/28/2016,734.680603,745.2713949,731.7457834,745.1863487,2033190
3/29/2016,732.5540771,741.2308647,730.3848283,731.8309769,1389839
3/30/2016,732.979248,747.6958171,730.6399074,733.2769615,1453623
3/31/2016,739.6571045,744.9312656,727.7477319,727.7477319,2635929
4/1/2016,738.2108765,744.2506602,728.1729882,737.6153975,1096484
4/4/2016,741.9538574,744.2931983,732.6815402,734.2127348,960124
4/5/2016,738.8063354,751.0134199,733.5321751,740.2524837,1096886
4/6/2016,741.5285645,742.5493782,734.1277299,739.2317466,1041648
4/7/2016,731.5756836,744.2081034,727.3648597,740.0823776,848064
4/8/2016,723.4092407,734.1276538,719.4961305,732.4263151,712487
4/11/2016,735.2334595,738.2533251,718.9005987,725.6209068,943737
4/12/2016,742.2089233,743.8252157,731.7457019,737.4451963,867406
4/13/2016,763.6459351,765.2621758,743.0597251,744.3357292,1897529
4/18/2016,764.8794556,769.813328,754.1184663,765.7726481,1091523
4/20/2016,769.0899658,770.706258,759.7751801,764.83662,1424850
4/21/2016,769.0477295,771.4721687,762.1998506,769.8558759,1162870
4/22/2016,752.1618652,769.2602988,751.1410516,763.7309479,1078366
4/25/2016,752.1193237,756.2450493,744.7610131,749.0143598,828061
4/26/2016,753.4804688,762.1998307,749.1845984,749.9501697,1214609
4/27/2016,758.9671021,760.4982963,749.3545501,752.3318924,778693
4/28/2016,745.3991699,762.8804182,740.9331549,759.8180287,2715410
4/29/2016,738.2958374,748.0359584,730.8950048,745.1862373,1581281
5/2/2016,734.9359131,737.5304446,727.3224108,737.5304446,787156
5/3/2016,723.9194946,739.2315403,721.367487,734.9356712,1305303
5/4/2016,725.9611206,728.0877936,717.9648093,723.0688245,568460
5/5/2016,723.1965942,733.1919595,720.3468207,730.7249975,760873
5/6/2016,725.9611206,728.5981744,720.3041496,721.3674861,411253
5/9/2016,719.2409668,739.8271763,713.88176,723.9196484,3215773
5/10/2016,733.6599731,738.2961326,719.3261599,722.0483129,1523285
5/11/2016,733.744812,737.3601566,724.0046379,727.322269,697299
5/12/2016,725.6209106,733.2769343,722.5159469,730.2145456,730642
5/13/2016,707.586731,725.5784079,699.2076589,725.5784079,2369627
5/16/2016,719.8789063,721.7929122,694.9968288,708.6075379,1940183
5/17/2016,709.5007935,723.3666941,706.9062622,723.0689806,1434067
5/18/2016,702.2276001,709.9261479,700.1009266,709.2030997,1428456
5/19/2016,693.3805542,705.9279269,689.3398749,702.7379169,1866764
5/20/2016,691.0838623,698.3995986,685.7671784,697.5489292,1624617
5/23/2016,697.208374,702.4400098,691.6365018,694.9966551,1118741
5/24/2016,700.1859741,701.334409,693.6783843,696.6982503,946784
5/25/2016,714.6472778,715.7957126,703.5460535,704.3541998,1127694
5/26/2016,723.3667603,726.4717246,707.7569963,714.7324963,2479387
5/27/2016,732.5963745,736.6370535,723.4942031,724.2172512,1531278
5/30/2016,726.7693481,737.7004806,722.8562899,734.9783283,776274
5/31/2016,721.5376587,731.4904992,718.8155067,729.7040626,12132028
6/1/2016,727.4500122,734.4680353,719.7088889,724.8980038,1223721
6/2/2016,738.5511475,743.4424963,710.3089144,727.3223015,3409326
6/3/2016,752.7148438,755.3944733,739.5720423,741.7837621,1752265
6/6/2016,748.0361328,758.7971217,744.3782647,755.0541555,1941227
6/7/2016,763.0929565,764.581628,748.9293425,751.9917315,2185954
6/8/2016,763.22052,772.4077382,758.4567407,761.3490371,1470489
6/9/2016,745.5692749,764.7518613,743.8679359,764.7518613,1376923
6/10/2016,744.0380859,752.6723501,741.0607427,745.186469,793113
6/13/2016,743.6550293,749.3970464,737.8279141,737.8279141,1071858
6/14/2016,736.4245605,744.5059204,731.8309247,741.8688139,826228
6/15/2016,744.0380859,745.6968499,734.1277657,738.3811131,863255
6/16/2016,748.1210938,749.3119996,730.8525181,741.6559762,803719
6/17/2016,749.7374268,752.5872003,742.2090236,751.9491983,849716
6/20/2016,748.0787354,750.5881687,740.5502796,744.335769,526386
6/21/2016,740.2950439,747.7384012,736.8073202,745.6117277,1214022
6/22/2016,739.0050659,746.3155612,737.0699348,742.187292,723156
6/23/2016,747.6915283,750.8307616,734.7476637,739.6500057,574726
6/24/2016,738.8760376,741.5422497,728.5553384,738.403016,1157925
6/27/2016,738.6608887,751.5617604,735.5647005,737.9298603,815766
6/28/2016,763.5165405,765.4086788,738.7898714,740.5099875,1607560
6/29/2016,760.1192627,769.0208946,754.2708787,765.3656481,857945
6/30/2016,772.8051758,776.5464599,765.9247112,766.3117478,2029009
7/1/2016,771.9879761,777.9653892,762.0973099,772.848034,1099564
7/4/2016,768.074707,776.4172793,763.7314251,774.05212,674938
7/5/2016,765.6236572,770.7840053,762.7424314,769.9239473,631452
7/7/2016,789.7912598,791.2533689,764.2475264,765.4516286,1689043
7/8/2016,791.8555298,796.6718343,785.6201084,790.3934205,1579861
7/11/2016,799.3380737,804.0683936,792.4145636,797.2739132,746028
7/12/2016,795.8116455,803.2081757,785.7920014,803.2081757,813346
7/13/2016,797.6608887,799.6390118,789.0603077,793.9196045,598072
7/14/2016,802.3912354,804.154344,793.0165808,797.273879,757072
7/15/2016,809.7446899,818.3022784,801.6171305,804.1543124,1284879
7/18/2016,792.9307251,814.1311298,782.6530184,811.8949993,3013256
7/19/2016,769.8811646,779.986849,763.7317271,777.5786439,2602482
7/20/2016,779.9867554,782.9109216,771.6441808,773.5793117,897886
7/21/2016,782.6958008,785.7920412,774.4822571,780.0726343,876194
